a	b	label
13	24190	1
21	13785	-1
15	14759	-1
21	6501	1
5	11202	-1
6	5690	-1
4	22422	1
35	26897	-1
10	30578	1
7	17535	-1
41	19096	-1
43	29671	1
15	6219	-1
5	9344	1
44	21948	1
32	1985	-1
4	23035	1
46	28809	1
8	11455	-1
31	14325	-1
34	3632	-1
48	4433	-1
40	3634	-1
23	21976	1
40	11099	1
29	6323	1
13	7083	-1
35	7420	-1
26	12269	-1
29	23337	1
16	23181	1
49	12050	1
13	27542	-1
5	795	-1
0	31067	-1
26	7472	-1
15	29079	-1
42	6428	1
18	1717	1
37	15685	-1
1	23269	1
15	6420	-1
14	21196	-1
6	27095	1
28	26564	-1
49	30318	1
8	4182	1
36	644	-1
40	4123	1
40	16338	-1
7	23109	1
18	5974	-1
20	6051	-1
4	24592	1
13	5192	1
47	27888	1
23	12939	-1
46	30160	1
48	18455	1
4	3434	1
4	4660	1
5	954	1
41	14554	-1
30	26665	-1
23	20766	1
40	26111	1
49	10818	1
29	24666	-1
49	9633	-1
4	27194	-1
17	789	-1
10	23975	-1
43	7286	1
48	10311	1
8	19708	1
7	9176	-1
23	9605	1
40	17083	-1
5	20604	1
14	8644	-1
23	7181	1
45	4062	-1
16	5442	1
4	15218	1
49	9964	-1
38	19884	-1
28	25351	-1
26	26734	-1
4	9527	1
11	11984	-1
43	8373	1
4	7308	1
29	8583	-1
40	28450	1
1	30834	1
27	26264	1
48	10418	-1
35	2871	1
5	2766	1
5	21140	1
43	12718	1
29	10575	-1
35	25118	-1
35	7925	-1
24	9352	-1
28	6897	-1
40	29484	-1
1	27829	-1
22	4035	-1
45	6803	1
4	28709	-1
38	18055	1
20	15309	-1
39	28984	1
4	27982	-1
24	1932	-1
9	30097	1
27	25090	-1
43	30323	-1
47	2144	-1
15	5319	-1
8	24973	1
7	30225	-1
46	21246	1
40	4532	1
31	14686	-1
6	1582	1
14	11819	-1
22	20211	-1
38	17426	-1
6	22121	-1
6	1723	-1
26	3900	1
30	18409	-1
24	419	-1
13	28659	1
18	1647	1
5	11118	-1
28	2168	1
1	16830	1
43	5022	1
5	9697	-1
10	23495	-1
44	13253	1
3	10336	-1
19	2267	-1
10	9397	-1
32	16279	-1
4	26921	1
48	12674	1
40	30657	1
7	19410	1
43	4439	1
8	10716	-1
33	20834	-1
17	13740	-1
26	4188	-1
24	30283	-1
25	27331	-1
46	28270	1
6	26638	1
16	18706	1
31	30138	-1
36	4920	-1
31	21897	-1
15	1358	-1
3	14615	1
13	21236	1
23	26753	1
27	15596	-1
8	27353	1
42	12790	1
12	13210	-1
8	18589	1
21	25936	-1
41	28713	-1
14	24634	-1
23	11187	1
18	23403	1
30	1381	-1
14	7551	1
42	21816	-1
8	26817	1
16	9255	1
34	16122	-1
13	21974	1
34	10413	-1
33	21182	-1
8	4902	-1
47	12884	-1
31	24408	-1
42	12505	-1
1	15504	1
45	12418	1
17	23765	1
37	4717	-1
46	2204	1
37	13465	-1
13	9867	1
34	17083	-1
19	5653	-1
16	6325	-1
48	12189	1
11	21646	-1
44	29795	-1
43	6428	1
46	16010	-1
28	28898	-1
14	9965	-1
26	29968	1
46	24960	1
43	30590	1
20	26930	-1
25	82	-1
22	4063	-1
43	11862	-1
43	13096	1
0	3596	1
29	13573	1
13	26453	1
16	12412	-1
42	15759	-1
9	4227	1
43	2987	1
23	10080	1
14	5712	1
46	28046	1
48	172	1
21	23286	1
36	17178	-1
15	19616	1
18	17935	1
16	24073	-1
43	10067	1
40	17004	1
8	17334	-1
46	5046	1
26	1140	-1
36	25156	-1
14	11146	-1
1	13102	-1
43	24587	-1
5	9435	1
18	14890	-1
6	25465	-1
4	27863	1
48	13094	1
14	1280	1
20	8627	1
46	21004	-1
17	3648	1
29	14964	-1
46	26861	1
12	19691	-1
43	28133	1
25	28194	-1
39	5658	1
24	22594	-1
38	3523	-1
32	5246	-1
42	12678	1
37	17433	1
17	18020	1
1	17336	-1
31	13881	1
29	24479	-1
19	22154	-1
39	26497	-1
46	14626	1
13	24491	-1
38	26326	-1
37	1133	-1
46	1940	-1
10	14991	1
30	11196	-1
48	21000	1
3	25217	-1
2	22736	-1
46	5240	-1
33	22329	1
7	25750	1
7	23611	-1
9	28552	-1
9	26252	-1
45	18527	-1
42	8982	1
48	17224	1
10	11271	1
43	27114	1
18	20202	-1
30	517	-1
42	4479	1
46	9494	-1
10	6717	1
15	5168	-1
46	7779	1
22	16476	-1
14	12876	-1
28	22197	1
16	28981	1
49	28857	1
13	10706	1
45	17735	-1
32	1698	-1
46	6515	1
4	5310	-1
7	15946	1
4	15358	1
12	1155	1
23	7569	1
13	11368	1
1	15125	1
2	21755	-1
22	12887	-1
11	5695	-1
17	5390	-1
45	18562	1
14	19555	-1
13	2935	1
38	5656	-1
48	17011	1
21	9869	-1
6	8298	1
43	9914	1
8	14273	1
10	941	-1
13	22942	1
5	531	1
7	10124	-1
8	4131	1
9	24544	-1
43	2030	1
5	1350	-1
22	1154	-1
46	20685	-1
31	17063	-1
46	6055	1
25	3809	-1
43	370	-1
17	13481	1
46	25999	1
46	4882	-1
43	23391	1
22	710	-1
0	12497	-1
47	16696	-1
2	15879	-1
26	22131	-1
17	19037	-1
7	15622	-1
24	7973	-1
33	18069	-1
28	11873	1
42	14869	-1
39	4134	-1
16	21721	-1
10	19622	-1
33	81	-1
39	7224	1
40	5865	1
29	8656	-1
40	5270	1
43	8796	1
2	24298	1
8	8187	1
38	4667	1
45	7318	-1
42	14120	-1
23	617	-1
19	27752	1
6	19404	1
18	4725	1
3	10431	-1
9	28108	-1
8	22953	1
48	14336	1
5	7485	1
7	24648	-1
5	24344	1
17	25205	-1
39	29534	-1
27	15271	-1
37	13309	-1
40	13873	-1
0	12097	-1
12	20660	-1
48	14290	1
31	22700	-1
21	10361	-1
27	27867	-1
49	15373	-1
39	16116	1
40	24540	1
6	22459	1
45	28810	1
49	26954	-1
31	272	-1
47	13992	-1
42	7263	-1
0	1017	1
30	863	-1
16	14194	-1
8	28321	1
27	8323	-1
13	26898	1
4	14625	-1
4	20470	-1
23	27026	1
30	1166	1
19	30139	-1
8	28151	-1
15	7343	-1
35	29531	1
13	28242	-1
14	14332	-1
19	6615	-1
12	7154	-1
17	21778	1
37	9988	1
36	20493	-1
46	11645	1
39	19476	-1
42	28232	1
15	21020	-1
6	25443	-1
36	20196	1
29	21767	1
42	20820	-1
41	20432	-1
2	4179	-1
18	8034	-1
12	20071	1
14	16912	1
13	9920	1
6	2674	-1
20	19698	-1
16	5385	-1
35	30786	-1
2	695	-1
8	25711	1
42	20076	1
13	23997	1
40	1951	1
48	699	1
44	3340	-1
1	18259	-1
9	24580	1
7	15428	1
26	6209	1
46	14820	1
35	8831	-1
41	25679	-1
48	5606	-1
8	7475	1
39	10534	-1
39	9283	1
28	2265	1
25	17814	-1
28	14966	1
36	6470	-1
8	5721	1
32	20068	-1
41	12208	-1
39	5946	-1
22	29946	-1
46	12259	1
49	4796	-1
29	20516	-1
22	13692	1
5	4676	-1
39	5533	1
45	21685	-1
10	1931	1
39	14231	-1
5	23938	1
37	23258	-1
14	17629	-1
49	22120	1
28	26346	1
17	7260	1
48	24816	1
37	26861	1
1	16856	-1
46	28534	1
20	10745	-1
35	5532	1
45	829	-1
23	19447	-1
18	25454	1
4	20911	1
24	23525	-1
18	19547	1
26	8491	-1
48	3497	1
35	24167	1
44	1736	1
18	26414	1
5	24786	1
48	8738	-1
48	15078	1
36	12730	-1
4	25826	1
40	22238	1
46	9429	-1
41	10228	-1
18	13222	1
32	4914	-1
32	4591	-1
32	22727	-1
41	9486	-1
13	2542	1
23	6501	1
4	10181	-1
16	9938	1
36	28302	1
48	20840	1
26	25569	-1
20	13463	-1
48	14073	1
12	12144	1
1	8428	-1
38	4513	-1
36	28447	1
33	15717	-1
17	29116	1
30	17904	1
4	11702	1
48	21568	1
27	21035	1
38	731	-1
33	7746	-1
14	23456	-1
25	13207	-1
35	6893	1
39	30429	1
4	19249	-1
23	21415	1
7	13178	1
31	26230	-1
42	17512	1
13	9106	-1
14	17310	1
14	26053	1
13	21360	1
6	617	1
24	21022	-1
7	17731	1
29	6945	-1
5	5427	1
49	26449	1
40	23829	1
43	19378	-1
32	19616	1
13	6321	1
33	26514	-1
23	19294	-1
30	20414	-1
3	10870	-1
44	20706	1
34	12627	-1
49	15120	-1
8	3375	1
23	14857	1
1	22924	1
6	7286	1
41	15082	-1
11	401	-1
0	28804	1
29	30648	1
40	12063	1
39	1942	1
48	26512	1
48	16118	1
49	8312	-1
14	18070	-1
47	174	-1
14	13242	-1
43	19380	1
39	3483	-1
21	20919	-1
42	20969	-1
13	11044	1
10	28090	1
4	14449	1
46	6521	1
0	23365	-1
35	30345	1
8	8326	1
34	12165	-1
11	3577	-1
41	15053	1
35	5644	-1
27	9829	1
41	11521	-1
38	26941	-1
0	27017	1
11	27811	-1
46	12387	1
4	16335	1
23	26747	1
45	14208	1
29	3101	1
30	10906	-1
19	25499	-1
48	26291	-1
36	30371	-1
1	27704	1
27	16008	-1
13	26120	1
24	28290	-1
18	2570	-1
9	17726	-1
8	8901	1
17	20234	-1
32	6175	-1
29	14291	-1
21	28690	-1
40	27365	-1
28	151	-1
21	23196	-1
18	30941	-1
1	24486	-1
12	4252	-1
13	25250	-1
28	12762	1
22	15521	-1
43	23414	1
4	18185	1
29	12817	1
0	13644	-1
17	27193	1
35	23147	1
16	14215	1
43	17961	1
7	14445	1
44	13845	1
35	24854	1
24	9821	-1
45	12801	1
2	11026	-1
46	7495	-1
19	3241	-1
1	29757	1
46	2583	1
8	4296	1
8	3793	1
16	8537	-1
14	24288	-1
0	4976	-1
12	5271	-1
6	8189	1
35	20301	1
13	22565	1
4	8702	-1
9	19223	1
42	30180	-1
8	20781	-1
29	1019	-1
30	5266	-1
21	19807	-1
18	4817	1
38	14251	-1
48	7088	-1
36	25750	-1
45	20992	-1
23	1191	1
33	27473	-1
15	9939	-1
8	4709	1
0	6140	-1
23	27607	1
21	4551	1
5	10722	-1
46	10924	-1
19	28303	-1
6	1003	1
15	30582	-1
38	11926	1
43	25523	1
3	9290	-1
35	15767	-1
2	23561	-1
31	620	-1
30	17974	1
49	28160	-1
21	13775	-1
8	55	1
43	8127	1
30	19900	-1
18	20214	-1
20	21505	-1
8	21960	1
45	5796	-1
8	5010	1
20	11054	-1
9	18192	-1
36	2077	1
13	26996	1
12	26836	-1
30	18465	-1
41	9822	-1
4	6719	1
23	11855	1
46	30420	1
13	23754	1
5	10635	-1
23	24818	1
18	6797	-1
43	5320	1
35	1660	1
17	30173	-1
19	15577	-1
8	14247	1
12	25362	-1
42	17196	1
42	1969	1
42	10694	1
4	1355	1
13	25835	1
49	2049	-1
46	16504	1
40	1597	1
48	27840	1
5	5334	1
42	31019	1
13	30092	1
38	13473	-1
36	8111	1
41	24721	-1
35	25283	-1
38	21929	-1
43	7825	1
41	18662	-1
16	17221	1
0	24462	-1
30	2861	1
31	6992	-1
18	23824	1
17	9522	-1
27	1427	1
10	24783	-1
4	16602	1
28	7453	-1
35	6337	-1
48	8053	1
7	6213	1
9	13196	-1
44	15997	1
44	17318	1
36	2828	-1
13	24325	1
4	9261	-1
15	6828	-1
26	16016	1
31	6104	-1
11	23495	-1
49	24885	-1
46	21549	1
36	2452	1
7	8697	-1
20	18454	-1
0	21033	1
16	12439	1
24	5943	-1
36	8357	1
5	8842	1
31	16339	1
1	24228	1
43	27485	1
44	26062	-1
28	16627	-1
37	4200	-1
7	28022	1
40	6222	1
8	25641	-1
22	2912	1
4	5890	-1
25	30003	-1
0	5896	-1
30	18000	-1
7	9567	-1
45	9572	1
30	19962	-1
23	24351	1
44	5802	1
15	27335	-1
35	2658	1
48	29775	1
1	29662	1
43	27314	1
2	10651	-1
36	12217	-1
44	19817	-1
43	14424	1
15	21221	-1
18	25791	1
10	29404	-1
28	23920	1
9	16558	-1
48	28949	1
4	14705	-1
40	19594	1
48	18851	1
49	3750	-1
29	27035	1
49	1383	1
35	26099	1
16	12576	1
4	16576	-1
46	16878	1
36	8153	-1
40	19492	1
6	18688	1
0	22538	-1
7	17845	-1
42	1115	1
30	15960	1
38	2856	-1
5	14295	-1
13	28317	1
43	29183	1
46	5888	1
5	7452	1
20	20487	-1
6	7082	1
23	16165	1
28	9498	1
13	6561	1
16	13389	1
45	28910	-1
6	7979	1
17	17451	1
43	21184	1
4	4810	1
10	7902	1
2	13732	-1
6	21006	1
0	27133	-1
39	30391	-1
23	26947	-1
28	6440	-1
22	8969	1
28	11581	1
41	17066	-1
42	23957	1
15	27464	1
39	27164	-1
5	7849	1
13	9547	1
24	28813	-1
8	24491	1
27	24597	-1
47	28164	-1
5	22397	-1
46	31015	1
44	14997	1
17	431	1
40	6505	1
43	28932	1
25	20965	-1
42	18291	1
42	24636	-1
42	148	-1
40	16753	1
49	26664	-1
32	25299	-1
25	10104	-1
26	17598	-1
21	10348	1
23	18504	1
31	2717	-1
10	1950	-1
20	20345	1
0	18712	1
41	15095	-1
13	1231	1
31	30703	-1
29	5526	1
46	10226	1
8	10594	1
2	13448	1
34	20859	-1
13	5757	1
18	9011	-1
46	26036	1
2	25286	-1
42	4931	-1
39	10501	1
30	1303	-1
13	13260	1
42	27	-1
46	9166	-1
17	13947	-1
48	26330	1
41	17153	-1
9	19027	-1
2	7892	-1
40	4694	1
8	24072	1
48	83	-1
48	6621	-1
48	9954	-1
29	22588	-1
23	17318	-1
46	8395	1
21	29676	-1
43	23347	-1
2	12236	-1
40	6569	1
16	12006	-1
42	23680	1
8	7536	1
6	3918	-1
42	4435	1
46	11516	1
26	9678	-1
38	14667	1
47	7703	-1
36	2483	-1
4	25720	1
8	8828	1
24	5171	-1
19	25429	-1
7	24210	1
39	24696	-1
29	13682	-1
48	16256	1
9	18599	-1
10	6123	1
16	11408	1
47	19088	-1
26	20974	-1
48	19180	1
0	17753	1
19	29235	-1
43	17441	1
36	24803	1
20	13438	1
25	28927	-1
13	15837	1
43	7535	1
45	28738	-1
40	15184	-1
15	24332	-1
26	25457	-1
43	17469	1
23	26199	-1
23	14981	1
2	27913	1
29	25473	-1
48	14439	-1
14	24786	1
5	5817	-1
30	1874	-1
42	24052	1
25	3911	-1
46	2293	1
8	987	-1
8	24	1
36	10631	-1
48	23691	1
38	28897	-1
45	26415	-1
40	26500	1
21	8418	-1
46	15472	-1
19	719	-1
8	18315	1
48	17201	1
4	9109	1
42	21319	1
6	19511	-1
41	3170	-1
45	14559	1
40	25055	1
42	28241	-1
3	10720	1
35	1104	-1
20	29570	-1
40	7234	1
4	3583	1
24	6302	-1
39	19352	1
46	4772	1
26	1329	1
7	29246	-1
10	12021	-1
0	23382	-1
13	5228	1
36	28304	-1
42	11544	1
17	26894	1
23	22615	1
6	4350	-1
9	26535	1
46	30769	1
33	20662	-1
37	19504	-1
49	20410	1
35	16103	-1
3	15287	1
21	18622	1
35	26373	-1
40	28556	-1
5	2383	1
11	13997	-1
3	15458	-1
1	28001	1
26	26596	-1
48	9032	1
5	10443	-1
43	8707	1
8	733	1
13	18557	-1
15	690	1
20	7300	-1
4	18778	1
28	2081	1
11	30123	-1
42	23682	1
48	10280	1
43	23924	1
8	25261	-1
17	24081	1
30	26030	1
49	15749	-1
43	15897	1
5	18285	1
3	6071	-1
38	21937	-1
17	17358	-1
18	22451	-1
48	19978	1
2	20093	-1
46	15430	-1
32	4301	-1
43	6825	1
22	25392	-1
8	1778	1
12	16838	-1
16	3415	1
40	20416	1
31	23171	-1
31	8078	-1
42	8818	1
48	12812	1
20	26523	-1
2	13650	1
49	6089	1
33	8918	-1
15	3556	-1
0	6501	-1
13	9785	1
4	22758	-1
35	18897	-1
46	18484	1
9	21602	-1
6	26244	1
17	16137	-1
40	18941	1
8	1726	-1
46	6357	1
11	13461	-1
48	28006	-1
22	22392	-1
23	26763	-1
17	6991	-1
44	28368	-1
28	14595	1
0	1019	-1
40	13956	1
31	10337	-1
45	13140	-1
23	30614	-1
8	29448	1
8	6297	-1
39	30960	1
11	21710	-1
21	2922	-1
43	9822	1
46	24034	1
37	30837	-1
48	25990	1
6	20791	1
36	6328	1
7	27570	1
17	30694	1
40	21817	-1
0	9651	-1
43	24833	1
4	16200	1
3	30886	-1
6	6124	-1
21	10797	-1
18	11323	1
46	26476	-1
20	23691	-1
45	14714	1
43	25966	-1
48	3882	1
1	25381	-1
39	30348	-1
48	8956	-1
26	12612	-1
13	18471	-1
20	16586	1
4	21925	1
45	9542	-1
45	15218	-1
15	1191	-1
41	28471	-1
4	28268	1
15	3056	-1
49	5565	-1
26	7367	-1
46	28174	1
22	2656	-1
36	15473	-1
0	16932	1
36	18899	-1
25	10715	-1
16	25261	1
29	3209	-1
44	8527	1
23	13850	-1
32	25715	-1
28	30137	1
20	18772	-1
46	9203	-1
13	28684	1
10	23313	1
10	518	1
20	16052	-1
1	26472	-1
28	14291	1
23	12391	1
39	6124	1
48	17480	1
46	710	1
42	988	1
4	9285	1
15	4681	1
1	9164	-1
31	21115	-1
43	18888	-1
31	9176	-1
30	26324	-1
17	28849	-1
23	21566	-1
0	22407	-1
11	20897	-1
35	12774	-1
23	12508	1
27	21927	-1
4	29052	1
13	18153	1
10	10515	-1
10	21935	-1
47	18745	-1
42	2907	1
30	2124	1
13	1916	1
38	28490	-1
48	25936	1
16	30040	-1
27	14020	1
48	6944	1
7	189	-1
28	3736	1
32	1028	1
37	2064	1
48	27336	1
29	22763	1
25	2720	-1
30	22525	-1
45	2591	-1
6	82	-1
0	4738	-1
43	10116	-1
44	973	-1
3	11588	-1
8	26712	1
13	8308	1
46	13773	-1
43	2332	1
9	10842	-1
5	11723	-1
42	13989	-1
48	26254	1
36	16573	1
28	15383	1
19	16974	1
36	11008	-1
20	26951	-1
22	6492	-1
29	14991	-1
31	6306	-1
17	21247	1
8	15391	-1
21	16406	1
46	6381	1
11	24855	-1
43	1345	1
7	6971	1
3	7612	-1
10	26274	1
13	30094	1
7	4098	1
18	29035	-1
25	29995	-1
36	20494	-1
13	1684	1
42	20228	1
41	899	-1
11	8264	-1
23	23231	1
23	21939	1
5	27030	-1
42	1952	1
18	11652	-1
49	15953	-1
49	18257	-1
48	860	1
35	28243	1
6	6409	1
49	11059	-1
5	25295	1
33	12493	-1
48	2407	1
8	26040	1
20	21768	-1
6	339	-1
26	15487	-1
13	2996	1
23	9240	1
3	1004	-1
43	14343	1
48	26005	-1
13	3135	1
43	25211	1
7	6548	-1
36	23927	-1
10	11816	1
7	16609	-1
4	28859	1
10	11882	-1
48	13009	1
4	21807	1
29	10850	1
30	4518	1
22	27469	-1
21	8015	-1
5	22121	-1
43	10406	1
16	9288	-1
1	13581	-1
5	15475	-1
43	24765	1
4	3072	1
42	9380	1
17	1108	-1
25	4483	-1
45	13584	-1
16	7395	1
23	4405	-1
43	16793	1
14	23941	1
40	19058	1
46	14738	1
28	22445	1
40	10534	1
46	11197	1
46	4101	1
23	9449	1
12	6204	-1
13	28910	-1
29	28634	-1
8	22383	-1
18	3609	1
0	7742	-1
13	4641	1
7	21325	-1
37	30426	-1
22	19481	-1
19	26096	-1
49	28614	-1
4	29911	1
44	18179	-1
18	29004	-1
13	29850	1
8	7672	1
1	7797	1
46	19862	1
27	19672	1
39	5516	-1
16	1274	1
25	6847	1
28	17845	1
39	4730	-1
37	13428	-1
47	18159	-1
13	22264	1
18	16093	-1
39	4135	-1
12	3410	-1
36	9116	1
48	24577	-1
21	29219	-1
13	15213	-1
26	419	-1
17	1789	1
13	4261	1
45	22267	-1
43	26139	1
40	21201	-1
1	9519	-1
23	9013	1
41	1850	-1
33	16712	-1
23	2315	1
43	17721	1
5	2545	-1
43	19564	1
43	19231	1
3	12692	-1
5	23914	1
41	9239	-1
0	710	-1
10	8450	1
36	25421	-1
47	23226	-1
10	21046	-1
36	6794	1
13	2686	1
7	11141	-1
18	27003	-1
33	6523	-1
46	2466	1
24	2773	-1
21	1623	-1
9	28147	-1
4	26030	1
17	11045	1
13	24581	1
44	18676	1
47	2162	-1
44	21601	-1
26	10712	-1
4	14470	1
17	22094	1
2	18855	-1
48	24144	1
42	7988	1
43	20575	-1
45	4479	1
31	10777	-1
8	14753	1
15	18105	1
12	14779	1
22	10225	-1
14	22422	1
46	6215	1
43	26899	1
48	1775	1
44	20032	-1
12	29361	-1
38	3003	1
29	16858	-1
7	688	1
13	23876	1
29	24437	-1
5	9741	1
7	15976	1
41	13851	-1
36	15599	-1
42	15994	1
34	14255	-1
39	26198	1
18	30734	-1
16	16641	-1
48	7679	-1
4	3938	1
41	24189	-1
7	19431	-1
42	30845	-1
22	13560	-1
46	27750	1
14	22404	-1
1	8540	1
21	20328	-1
39	13052	-1
6	27403	1
29	12133	-1
32	29097	-1
48	25222	1
43	25857	1
36	8597	-1
49	11289	1
39	12168	1
5	13550	1
39	11644	-1
40	8340	1
1	17939	-1
8	13332	1
43	16225	-1
48	20434	-1
7	30038	1
2	20011	-1
18	2641	-1
35	8003	1
4	14887	1
2	1745	-1
40	6476	-1
13	20417	1
40	1329	1
0	22522	-1
44	7392	1
11	28370	-1
42	18929	-1
12	12511	-1
1	25237	-1
44	25442	1
45	23145	-1
19	3739	-1
44	9091	1
30	9158	1
33	15965	-1
12	28613	-1
46	1591	1
43	30146	1
49	2450	-1
43	24323	1
0	698	-1
20	13593	-1
23	13089	1
46	29211	1
9	3412	-1
40	7171	1
26	11842	-1
30	23347	1
5	12692	-1
8	20792	-1
9	15430	1
37	12845	-1
9	27200	1
46	16782	1
6	21177	-1
13	19182	1
47	14116	-1
34	12371	1
38	5542	1
14	21575	-1
1	9776	-1
43	260	1
34	13608	-1
49	9502	1
12	9337	-1
6	10117	-1
36	8804	-1
28	19952	1
46	25877	1
49	22850	-1
48	30179	1
1	16019	-1
45	10863	1
46	25107	1
18	24082	1
12	20597	-1
11	26264	-1
4	27103	-1
39	30071	1
35	22437	-1
24	6135	-1
14	25398	1
1	26792	1
0	29474	1
33	6949	-1
35	28050	-1
46	27640	1
28	19591	1
0	235	-1
8	8573	-1
19	19361	-1
23	2217	1
45	79	-1
38	10280	1
32	12916	-1
37	14754	1
4	19592	1
38	3699	-1
25	7618	1
24	11892	-1
46	29960	1
16	22050	-1
48	1247	1
5	30708	1
13	11323	1
26	4288	1
37	11093	-1
0	1234	1
40	27490	1
17	4636	1
12	5483	-1
48	23629	1
1	5179	-1
38	26817	-1
34	14830	-1
40	2010	-1
40	15875	1
23	15191	1
16	25184	-1
44	16957	-1
23	16282	-1
48	28927	1
40	2147	1
7	18330	1
49	6160	1
4	4998	1
13	13065	-1
1	18791	-1
18	22397	-1
28	21964	1
13	19378	1
16	4962	1
26	7734	1
11	20638	-1
23	2219	1
8	28623	1
36	9417	-1
6	15930	-1
43	21455	1
36	23183	-1
36	28174	-1
28	21656	1
39	17899	1
32	21717	-1
40	8723	1
11	1525	-1
9	21734	1
1	28968	1
35	9890	-1
6	18043	1
17	30438	-1
43	21549	1
6	8734	-1
1	13407	-1
13	13182	1
43	6291	1
41	3953	-1
43	3730	1
40	24644	1
31	15915	-1
49	20734	-1
37	17250	1
17	11700	1
1	17115	1
13	22354	1
16	10001	1
30	7154	-1
8	25750	1
15	30949	-1
30	20173	-1
41	26033	-1
0	23119	1
10	21407	-1
43	24908	1
24	4573	1
43	19792	1
9	24516	-1
25	28844	-1
48	9532	1
48	13789	1
8	10959	-1
1	914	-1
35	22289	1
48	30791	-1
13	17839	1
46	23630	1
31	11978	-1
46	4057	1
46	21902	1
21	20871	-1
25	17463	1
9	10539	-1
23	28356	1
43	19594	1
9	22388	-1
44	298	1
28	16415	1
6	25765	-1
15	18069	1
26	25160	-1
30	9329	1
49	1834	1
13	18749	-1
29	9383	-1
13	5076	1
13	20635	1
44	1702	-1
16	13390	-1
6	13578	1
17	4379	-1
20	23100	-1
23	25910	-1
40	27728	-1
31	29837	-1
12	27794	-1
6	28899	1
35	28336	1
27	15614	-1
3	16708	1
1	24786	1
46	22023	1
26	7896	-1
19	19345	-1
20	0	-1
2	21236	-1
0	12473	1
47	15068	-1
9	570	-1
5	21389	1
16	15568	1
12	18029	-1
37	21735	-1
42	9739	-1
5	19248	1
42	23679	1
7	4674	1
29	13468	1
1	15434	1
5	21700	1
42	28410	1
46	24055	1
41	11776	-1
48	12693	-1
39	13876	-1
16	27997	-1
14	23012	-1
31	25753	-1
43	14754	1
24	7385	-1
43	27265	1
8	8318	1
1	24623	1
38	5871	1
26	29901	1
42	10954	-1
40	5019	1
39	27094	-1
19	27471	-1
28	6896	-1
47	23835	-1
5	17804	1
18	16981	1
10	8689	1
46	29830	1
25	29263	-1
20	21999	-1
5	6564	-1
12	26447	-1
15	30461	-1
35	410	-1
39	22799	-1
35	15970	1
18	440	1
4	3374	1
40	30377	1
40	7806	-1
27	5308	-1
0	15664	-1
35	19006	1
8	4257	1
35	21392	1
46	6142	-1
37	8855	-1
18	27239	-1
16	22665	1
6	9747	1
26	16944	-1
25	29969	-1
43	14184	1
14	23377	1
17	3431	1
30	9196	1
13	26124	1
45	3526	1
18	6115	-1
5	27638	-1
21	12869	-1
4	22774	1
32	17514	1
35	4521	-1
46	12197	1
30	13653	1
45	21521	-1
42	19029	1
17	591	-1
21	2685	1
46	6956	1
46	2469	1
8	534	1
48	23685	-1
32	3166	-1
0	5415	-1
40	14351	1
36	17250	1
6	15094	1
29	19759	-1
13	21601	1
6	15759	-1
8	21101	1
7	23032	1
13	18371	1
6	30771	1
47	16913	-1
48	21188	1
48	10504	1
12	303	-1
1	28165	1
26	20215	-1
38	12022	-1
6	29585	-1
13	2481	-1
40	8494	1
39	10196	-1
49	18760	-1
46	19796	1
17	6059	1
48	16278	1
37	20729	1
41	7578	1
10	12332	-1
39	24476	-1
7	225	-1
28	16164	-1
30	13778	-1
23	5845	1
37	1031	-1
33	10255	-1
4	15233	-1
8	21802	1
23	16777	1
8	27465	1
27	3753	-1
20	29483	-1
8	7777	1
23	30294	1
45	24085	1
42	13742	1
45	12721	-1
35	14741	1
42	9651	1
48	2411	-1
12	13789	-1
43	27310	1
43	14914	1
15	14310	-1
3	9992	-1
42	28210	1
14	23205	-1
10	7024	1
15	28242	-1
48	12279	1
34	2688	1
24	13721	-1
43	23009	-1
32	26862	-1
37	13119	1
33	30360	-1
21	22316	-1
13	24636	1
12	26173	1
27	16845	-1
45	28473	-1
45	19575	-1
16	7257	1
7	24423	-1
30	12336	1
43	23766	1
36	7342	1
3	7662	1
13	14600	1
41	22326	-1
28	17673	-1
43	1850	1
29	5648	1
39	27124	-1
9	25225	1
40	7570	1
13	18310	1
1	3069	1
40	18936	-1
23	19198	1
6	30740	-1
37	12250	1
25	15616	-1
8	24330	-1
17	11472	1
29	24374	-1
24	30171	-1
19	13711	-1
8	30455	1
15	30290	-1
8	8048	-1
49	21694	-1
8	19379	1
42	5760	1
27	25597	1
25	5213	-1
21	3813	-1
17	28030	1
22	3723	-1
2	23547	-1
15	6428	-1
13	14725	1
44	19724	1
16	232	1
5	11012	1
35	30158	1
13	28472	-1
7	30270	-1
37	9715	-1
1	6686	-1
25	29923	-1
40	8608	1
7	17396	1
48	16302	1
26	20977	1
20	5404	-1
17	25324	1
43	22443	1
32	5329	-1
47	253	-1
1	16996	-1
48	29495	-1
13	2807	1
9	28605	-1
4	13210	-1
0	14027	-1
5	20301	1
48	96	1
48	18404	1
30	2653	1
8	21379	1
43	10769	1
43	16489	1
2	28508	-1
43	2306	1
17	4689	1
15	3161	1
38	22358	-1
42	25446	-1
29	28999	1
48	23024	1
48	2288	-1
34	9601	1
0	24351	1
49	20281	-1
42	9046	1
43	15958	1
3	4870	-1
31	30894	-1
31	11815	-1
16	16719	-1
37	17369	-1
9	3262	-1
10	13774	1
43	25893	1
46	4785	1
13	21098	1
42	30945	1
20	10638	-1
